,title,link,tag,comment
0,[Playlist] 오랜만에 너한테 연락해도 될까?,/watch?v=0vwlGVil4PI,"['', '#새벽감성 #감성팝송 #플레이리스트']","[""그냥 갑자기 너 생각이 나서 연락해 보고 싶더라...PLAYLIST 00:01 Z O E - i miss you incoherently\r 01:56 Jackson Lundy - Stella, My Dear\r 05:47 Amiel Sol - A Day With You\r 10:20 Sophia James - The Rain\r 14:32 Ai Bendr - I Like You\r 16:53 Chey Rose - Wonder\r 19:53 Juniper Vale - Keep Me Warm (ft. Vian Izak, Ben Laver)\r 22:54 Charlie Burg - Bookstore Girl\r 26:16 Rachael Jenkins - I Don't Know\r 29:32 Loving Caliber - We're In This Together Now"", '우와..처음 라디안트 들었을때 감동이 그대로.. 오늘 플리 진짜 너무 좋아요..! 항상 좋은 플리 감사합니다♡ 잘 듣고 있어요 :-)', '하루에 한번씩 그렇게 생각나서 연락했더니 벌써 내 마음속에 들어와 있었네요♡ 행복한 주말 시작하세요 😊', '늘  들으며 생각해요!!!!이렇게  멋진 음악들을  어디서  모셔 오는 걸까하구요?음~~~🤔음악의  감성처럼  라디안트님의  감성도 엄청나시구나하구요....힘들고 지칠때  아님 힐링이  하고 싶을땐 늘 자연과 함께  듣게되는  라디안트님의  음악들입니다,..감사합니다...행복한 하루 되셔요....^^', ""I'm currently stuck in a dramatic mood, RADIANT-nim your playlist is just in time again 😭"", '우연히 유튜브에 떠서 들어오게 됐는데 도입부부터 제 취향저격이다 했는데 역시 라디안트님 영상이었군요 .. !! 오늘도 믿듣합니다 \xa0ღ(·\xa0ᴥ\xa0·)ｯ', '늘 기다리던 그의 연락한통이 참 소중합니다♡세상을 다가진것 처럼...행복합니당♡', '이 노래를 듣고 있을 널 생각하니까 마음이 한켠이 쓸쓸해지네힘든 시간 옆에서 힘을 계속 주고 싶었는데 그러지못하는거 같아서 속상하기도 해그래도 잘 이겨낼 너라는 걸 알아서항상 믿구 지켜보고 있어앞으로도 쭉 옆에서 응원하구 힘낼게', '내발을 떼지못하게 묶어두는 라디안트님의 플리...오늘도 건너뛸수없네요', '나도 지금 연락해도 이상하지 않을 친구 만들고 싶다', '아끼는 플리를 제 친구도 애정하며 듣고 있다더군요떨어져있어도 연결되어있는 기분...친구도 지금 소중히 듣고 있을겁니다저만큼이나...', '몽글몽글 하다ㅠㅜㅠㅠㅠ 친구들 웃음소리ㅠㅜㅠㅠㅠㅠㅠㅜㅜ 예전으로 돌아간것 같아 눈물이 나네요 …😢😢😢', '헐 개좋다 잘 들어요', '개좋다', '와아 ~~귀가 호강하네요^^', '와 좋아요', '윤서야 잘지내? 요즘에는 바빠? 우리 옛날에는 많이 싸웠는데 ㅋㅋ 보고 싶다 너 전번 바꿔서 연락도 못하는데..', '안됩니다. 이제와서 새삼스레 왜 이러심미. 우린 끝났다구요.', '주인장!! 그래서 연락 했나요 ?']"
1,[Playlist] 지금 이 순간도 언젠가 추억이 되겠지,/watch?v=kTMBdMB2MA4,"['', '#새벽감성 #감성팝송 #팝송플레이리스트']","[""PLAYLIST 00:01 Jackson Lundy - Ice Man\r 03:11 Tom Rosenthal - DRIFT ALONG SMALL WORLD\r 05:50 Matt Maltese - Smile in the Face of the Devil\r 08:24 Lily Williams - I Hope You Think Of Me\r 11:02 Christina Perri - mothers\r 13:54 Sammy Copley - To The Bone\r 17:55 Patrick Watson - Better in the Shade\r 21:29 Father John Misty - Kiss Me (I Loved You)\r 25:24 Rosendale - Sympathy\r 27:48 John Sebastian - You're a Big Boy Now (2007 Remaster)"", '작년에 힘들었때 4시간 짜리 플리 연속으로 듣고 하루 종일 걸었던 기억이 있어요... 그때 듣던 플리 지금 들으면 추억이되어있더라구요 :) 늘 좋은 플리 올려주셔서 감사해요.😊', '꽃길만 걸으세요 ❤️수능 D-200일에서 100대로 변했는데.. 수험생분들!! 괜찮아요 잘하고 있어요!! 화이팅!!', 'i always cheer up whenever i see an upload from this channel 🥺 감사합니다 💖', '와 하나 하나 다 너무 좋아요ㅠㅠㅠ라디안트님 최고💙💙💙', '우와..속상했는데.. 이것도 언젠가 추억이 되겠죠? 늘 좋은 플리 감사해요. 잘듣고 있습니다. ^^', '그리고 그리워하겠지..', '쉬는 것 같은 음악 오늘도 소중히 잘 들을게요...늘 감사합니다', '13:54나는 아마 지금껏 그랬왔던 것처럼 지난 날을 추억하겠지.지난 날 나의 내적•외적 갈등을 생각하며, 그리워 할것은 그리워 하고 후회할것은 후회하며 또 추억할것은 추억하겠지. 그날의 계절을, 시간를, 주변환경을, 사람을, 향기를 상기시키며 이윽고 나의 나이를, 그날의 사건을, 또 그 나이대의 사건을 그리고 지금까지의 삶을 되돌아보겠지.지금 봐도 잘한게 있고 다시 되돌아가 고치고 싶은 순간이 있더라도, 절대로 다시는 못 돌아가는 지금을 생각하겠지.만약, 지금 너무 아프다면그냥 그 감정에 휩쓸려보기를 그냥 그 내가 하고싶은데로 해보기를그냥 자신을 믿어보길다시는 오지 않을 순간을 후회하지 않도록 마음 가는대로 이끌려보길다 괜찮았으니까. 다 괜찮으니까. 다 괜찮을거니까.*하지만 선택은 항상 신중히, 후회하지 않을 선택을 하길 (만약 두 선택 다 후회하게 될 것 같다면, 그때는 마음을 따라 적게 후회할것 같은 쪽을 선택) 행운 보단 행복☘️', '라디안트님이랑 갬성이 잘 맞음👍. 잘 듣겠습니다', '사랑합니다 잘들을게요', '그리고 그리워하겠지.. 그래..그때도 난 행복했었다.. 지금처럼..♡', '오늘도 잘 듣고 갑니다~😴', '다시 떠올렸을때 웃을 수 있기를', '와 좋아요', '자려는데 딱 올라와서 이거 들으면서 잡니다 다들 꿀잠🤍', '감사합니다...', '갑자기 할머니가 생각나네 잘 지내시죠?', '30:39']"
2,[Playlist] 평생을 함께 할 친구가 있다는 건 이미 성공한 인생이 아닐까,/watch?v=hUosHfYpnd4,"['', '#새벽감성 #감성팝송 #플레이리스트']","['내가 가장 좋아하는 사랑하는 시트콤. 프렌즈\rPLAYLIST 00:01 ANDREAH - Best Friend\r 03:24 Lyn Lapid - My Little Island\r 06:31 Joseph Tilley - beautiful things\r 07:35 JP Saxe - What Keeps Me From It (Extended)\r 10:33 Mark Diamond - Crying As We Fall\r 14:03 Chris James - The Green (Acoustic)\r 16:33 Jake Banfield - Thank You for Being You\r 19:03 Ed Patrick - Eyes On You\r 22:08 Cathartic Fall - Ocean (demo)\r 25:58 Snow Trashi - Someone to You Lofi', '얘들아 있잖아 너희가 있어서 얼마나 행복한지 몰라. 내가 진짜 복이란 복은 하나도 없고 운도 정말 없거든. 너희 알지. 근데 있잖아, 인복을 정말 남들의 두배, 세배, 아니 네배는 타고난 것 같아. 3살때부터 같이 자란 너, 6살때부터 아랫집에 살아서 인생을 함께 보낸 너, 초등학생 6년 즐겁게 보냈던 너희들, 중 2때 만나 매주 만나는 너희들, 그리고 2학년때 우리반 29명 모두. 믿을 수 없을 정도로, 영화에서도 이 정도는 아니겠다 싶을 정도로 내 주변에 좋은 사람이 너무 많아. 오래된 친구 하나만 있으면 성공이라던데 나는 이미 성공해버렸다. 죽으려 하다가도 너희 생각하면 너희가 준 용기랑 행복이 너무 아까워서 살게 되더라. 정말 고마워. 그냥 그랬다고 얘기하고 싶었는데 부끄러워서 얘기 못하다가 여기에라도 써봐. 우리 여행가자. 멀리멀리 가서 오랫동안 돌아오지 말자. 엄청 재밌게 보내자 꼭', '내가 제일 애정하는 우리 밴드 언니들,,, 지난해 여름부터 함께 음악하고 공연하고 웃고 떠들고 놀 수 있어서 정말 즐거웠어! 나에게 기적을 선물해줘서 고마워 함께 맞이할 두번째 여름은 또 얼마나 즐거울까 정말 기대된다. 언제나 즐겁고 행복하게 음악하는 우리가 되길!', '노래가 너무 제 취향이에요ㅠㅠ  라디언트님 플리는 항상 기다리게 되네요. 다 너무 좋지만 세 번째 노래 특히나 정말 좋아요!! 👍 좋은 음악으로 행복한 저녁 보낼 수 있게 해주셔서 감사합니다^^', '22:08 ㅠㅠ 너무 좋네요... 라디안트님 플레이리스트 진짜 들을 때마다 취향 저격...정말 감사해요 덕분에 새벽에 독서하면서 행복합니다^-^', '저도 이 시트콤 정말 재밌게 봤었어요!마음이 몽글몽글해지네요🐣지금 이 순간 정말 보고싶은 딱 한 사람..그 친구와 만나는 날을 손꼽아 기다립니다🙏', '친구야 너 덕분에 웃고 힘들때 버틸 수 있었어술먹고 새벽에 전화해서 항상 미안하고 편의점 알바하는데 새벽에 심심할때 나랑 전화해줘서 고마워우리 평생 잊지말고 친하게 지네자!!!', '첫곡부터 진짜 감성 터진다....하....매주 라디안트님만 기다립니다 진짜.... 플리 고맙습니다 그리고 사랑합니다❤❤❤❤', '오랜만에 들어왔네요^^ 나이가 있어서인지 요새 많이 우울합니다.라이안트님 노래듣고 이겨내겠습니다', '너와 내가 원이라면 🌸서로를 알아가는 동안 너와 나 사이에 서로 겹치는 부분이생길거야,  나는 그걸 우리라고 부를게. 🧚\u200d♀️', '우리에게 sometimes 좋은음악을 선물해주는 라디안트^^', '플리 너무너무 좋아요!!!ㅠ ㅜ', '너무 젛아요 진짜 좋아요', '태만해진 감성에 불지피고 갑니다', '크..좋네요. 역시.. 감사합니다', '오랜만이네요 라디안트님 오랜만에 라디안트님 노래 들으니깐 좋네요', '이번에는 번역기를 사용했습니다. 나는 실제로 기분이 우울했지만 이것은 나를 조금 위로했다. 감사합니다! 💖', '5살때 우연히 석촌호수에서 만나 12년째 친한 나의 하나뿐인 친구야..너가 있어 얼마나 좋고 고마운지 몰라..서로 지금은 코로나,공부로 못만나지만..우리 이번 방학때 꼭 만나자..너를 처음 만났을때 서로 유모차에 타고 손으로 안녕했었지..?ㅎㅎ 그러고 쭉 서울에서 살다가 내가 먼저 경기도로 이사를 가고 너도 얼마 안지나서 다른 지역으로 이사갔지, 그래도 쭉 만나고 같이 자고 씻고 이젠 없으면 안되는 사이가 된 우리 변치 말자..이사간거 축하해! 집들이 한번 해야하는데..너무 바쁘다...ㅠ 나중에 내가 세제랑 휴지 잔뜩 들고 갈께!! 사랑한다!!!! 우리 20년 30년 나중엔 시골에서 서로 옆집에서 살면서 맛있는거 만들면 서로 불러서 묵자! 나중에 할머니가 되어도 서로 손잡고 같이 농사도 도우며 늙는 사이로 남고 싶다! 사랑해!!', '우와 프렌즈네요!!', 'Cool 😎😎😎😎', '내 친구는 평생 함께할 거 같이 굴면서 항상 떠나더라.....', '부럽다.', '29:47']"
3,[Playlist] 창문 밖 세상은 따뜻해 보이네. 나의 세상도 언젠간 따뜻해지겠지,/watch?v=LNdokIibZ-4,"['', '#새벽감성팝송 #새벽감성 #잔잔한팝송']","['PLAYLIST00:01 Matt Maltese - Mystery (quiet)03:11 JP Saxe - Sing Myself to Sleep (Piano Version)05:15 Sarah Close - Getting Older07:59 New West - In Good Time11:47 Hauskey - Slow (Stripped)13:54 Nick Wilson - Loving You16:59 Tom Rosenthal - Have We Met Before? (feat. Fenne Lily)19:38 Jeyes - iirwya?21:57  Kowen - The Joy of Sorrow25:24 Lizzy McAlpine - chemtrails', ""i've been having a hard time sleeping lately so i always find myself looping all of the playlists i liked on this channel. it's nice to see a new upload! looks like i'm early this time 🤭 감사합니다! 💕edit: i'm sobbing rn almost all of these songs hit home like a truck 😭 i thought i'm gonna be able to relax but here i am crying lmaoo this new compilation is definitely my new fav now"", '하 진짜 매주 느끼는거지만 라디안트님 새벽감성 팝송 최고예요 너무 좋아요 주말 최고 힐링입니다 .. ♡', '역시 라디안트님 팝송이 최고네요 오늘도 잘 듣고 갑니다 담주도 기대 할게요', '안녕하세요, 라디안트님.저 원래 유투브나 다른 곳에 정말 댓글 거의 안 다는데, 라디안트님께서 공유해주시는 노래가 너무 좋아서 댓글 남깁니다. 좋은 노래 소개시켜주셔서 항상 감사합니다. 노래가 정말 힘이 되고 위로가 되네요 😊. 앞으로도 좋은 노래 많이 공유해주시고, 항상 행복하세요!', '첫곡부터 대박.. 너무 좋아요', '아 진짜 맨날 영상 올라올때를 기다려요.. 노래 다 좋고.. 그냥 다 좋더라고요ㅠㅠㅠ', '선곡 미쳤다......😭💕', '라디안트님 부디오래토록 그 자리에 계셔주세요...', ""i'm feeling blue due to sth happened last night, thanks for this healing playlist...the joy of sorrow"", '저도노래를 직접 선곡하고 찾아듣고 나만의리스트를 만들어서 또 주변에 추천해주고.. 그런걸참좋아했는데요, 요즘은 현생이 바빠서 ㅠㅠ..휴 저의재생목록 관리가 안되고 있는지 오래됐어요… 그러다 유툽 여러 재생목록들 듣기시작햇는데 그중에 정말 저에게 원탑은 라디안트님입니다 믿고듣고있고, 정말 거를게없어요이렇게 항상좋을수가 있나요?.. 앞으로 많은 영상 기대할게요🥺👍🏻❤️', '사랑합니다', '잔잔하고 편안함 🧚\u200d♀️오늘 나의 꿈나라로 ~함께 가는 ^^ 🎇', '음악이 위로가 된다는 게 뭔지 알것 같습니다.', '와....또르르😥', '💙', '휴식을 주시네용감사합니당', ""'기행채널'에서  안부 인사차 들립니다향기있는 사람그 향기를 전해주는 사람이 있기에 행복이며 기쁨이랍니다."", '감사합니다', '라디안트 님 짱🧡🤎']"
4,"[Playlist] 좋아해, 너의 웃는 모습을. 그러니 웃어줘 너는 웃을 때가 가장 예쁘니까",/watch?v=60k0Dm0YjYo,"['', '#새벽감성 #잔잔한팝송 #감성팝송']","[""🌸봄 새벽 감성🌸PLAYLIST 00:01 Matt Maltese - Everyone Adores You (quiet)\r 03:23 Matt Maltese - You Deserve an Oscar (quiet)\r 07:03 keshi - UNDERSTAND\r 09:31 JP Saxe - A Little Bit Yours (Piano Version)\r 13:15 Lizzy McAlpine - nobody likes a secret\r 15:01 Zach Webb - Found\r 20:10 Paper Branches - No Sweeter Taste\r 23:51 jun.e - i don't mind\r 27:04 Narrowhaven - Tainted (feat. Jennifer Owens)"", '비오는 날 아침에 듣고 있어요...넘 좋다 ㅎ', '지금 듣는데 너무 찰떡이에요 감사해요💙', '언제나 늘 잘듣고 있어요!! 좋은밤되세요:)', '13:50 ㄹㅇ 감성터짐', '산정상 이른아침에 듣고 있어요감사해요 ᆢ 늘  좋은 음막♡♡', '아~ 좋다~~~♡♡', '좋아하는 가수 여기 다 있네요 ㅠㅠ JP Saxe랑 Matt Maltese!!', '첫 곡부터 너무 좋아요...............', '손을 잡고 듣고 싶은 노래들이예요🙃', '💙', '넌 💓나에게 매일첫사랑 🧚\u200d♀️', '사랑해 라디안트', '1빠!']"
5,[Playlist] 완벽한 하루는 바라지도 않아. 최고도 최악도 아닌 그저 평범한 하루가 되길.,/watch?v=t6Pixk0T9_U,"['', '#새벽감성 #잔잔한팝송 #새벽감성팝송']","['PLAYLIST 00:01 Mikha Angelo - Amateur\r 02:05 Anson Seabra - Emerald Eyes\r 06:03 Jack Rogan - Waiting for Connection...\r 10:07 Gatlin - Talking to Myself (Stripped)\r 14:03 Abe Parker - Butterflies (Acoustic)\r 17:23 Lizzy McAlpine - When The World Stopped Moving\r 20:35 Greta Isaac - FU\r 23:29 ked - if u hate me so much\r 27:43 Annika Bennett - Universe', '마음에 평온을 선물해주셔서 감사합니다. 남탓할 용기가 없어서 그저 모든 상황을 내탓으로 돌리고, 스스로 자책하고 꾸짖는 삶이 너무 지쳤었거든요. 노래 듣는 동안은 그런 생각이 멈춰지더라구요. 제게 휴식을 주셔서 감사합니다.', '오늘 제목 너무 공감돼서 오랜만에 왔는데 진짜 너무 좋네요.. 잘 들을게요 공부하고 집오는길에 매일 들어야겠어요 감사합니다', 'I really love this channel to pieces aaaaa thanks for always carefully selecting these songs! 💕', '야자 끝나고 집가는 길에 듣는데 너무 너무 행복해요..!! 다음에 봄플리도 만들어 주실 수 있나요 :-)', '자기전에 항상 듣고있어요!마음이 편안해져요~감사합니다^^', '노래 아주 평온하고 힐링하는기분이네요', '항상 어떻게 노래랑 사진이 저렇게 일치 할 수가 ㄷ ㄷ', '분위기가 너무 좋아요!', '진짜 너무 좋아요. 정말 감사합니다😄😄', '오늘도 제 감정세포 건드려주셔서 감사함돠', '노래 너무 좋아요~~~!!', '아 진짜 너무좋아', '너무 좋다', '❤🧡💛', '잘 듣고가요', '와......😔😭', '좋아요', '31:39', '31:38']"
6,"[Playlist] 너의 행복이 되어 항상 너의 곁에 있을게, 항상 행복해 줘",/watch?v=l0qIi-xQIcw,"['', '#새벽감성 #잔잔한팝송 #플레이리스트']","['PLAYLIST 00:01 Anthony Lazaro - Drop a Tear\r 02:53 The Paper Kites - Tin Lover\r 06:10 Anthony Lazaro - Kiss Deal\r 09:20 Teddy Adhitya - Why Would I Be\r 12:58 The Paper Kites - Only One\r 17:07 Rishi - Valley of the Haunted\r 20:27 The Paper Kites - Does It Ever Cross Your Mind\r 23:09 Anthony Lazaro - Second Chance\r 25:29 Trent Dabbs - Set for Life', '늘 좋은 음악 감사합니다.  하루하루 기분,감성따라 나날마다 즐겨듣고 있어요 🤗 라디안트님 플리 앞으로도 기대가 가득하네요🤭ㅎ무튼 행복은 영원할꺼에요 모두 라디안트님의 감성플리와 함께 행복합시다☺😎', '평범했던 하루를 특별하게 만들어주는 플리항상 선곡 너무 좋아요 !!', '오늘 산책할 때 라디안트님 플리 들었어요~ 마음이 차분해지는게 참 좋더라구요.. 오늘 플리 제목도 참 좋네요😊', '늦은 밤 퇴근 길에 듣는데 너무 좋아요🌙✨마음이 차분하게 가라앉으면서 위로받는 기분이에요😌🖤', '지금까지도 완벽한 플레이리스트였지만이번 선곡들 너무 좋네요~~~해가 뉘엿지는 파리에 있는... 센치하지만 막 행복해 지는 기분이네요~ 감사합니다.♡♡♡♡', '삶이 무료해서 걷다가 멍때리는데, 은은하게 기분좋네요 감사합니다♥️', '라디안트님 플리 들으면서 과제하니 시간이 금방 가는군요... 오늘도 너무 좋은 노래 감사합니다 ㅠ..', '꺅 일주일 중에 제일 설레는 날 라디언트님 플리 뜨는 날😍', '마음이 평안해지는 채널 ㅜㅜ', '행복한 일은매일 있어 🧚\u200d♀️', '딱 자기 전에 들을 음악을 1시간째  찾고있던 행인인데요. 오늘은 여기에 조금 누워 잠을 청해볼게요 따듯하니 좋네요', '굿굿', 'Good night 😴', '🥴💙', '늦은 밤 커피 한잔 마시며 잠시 쉬다갑니다.', '자기 전에 또 들어야지', '요즘 생각 많이 드는데 정리가 좀 되네요 실용영어때 봐요', '라디안트님 팝은 친구 랍니다', '29:52']"
7,[Playlist] 은하수로 가득 찬 밤하늘 아래에서,/watch?v=et0q7JnMDQo,"['', '#새벽감성 #잔잔한팝송 #새벽감성팝송']","[""🌌이제 곧 있으면 은하수 시즌 시작이네요 :)🌌PLAYLIST 00:01 The Paper Kites - It's Not Like You\r 03:54 mj apanay - time machine (feat. aren park)\r 07:36 Stephen Sanchez - Until I Found You (Piano Version)\r 10:40 Eleni Drake - Vienna (Cover)\r 14:12 Avery Lynch - won't even know it (the birthday song)\r 18:24 Emily Sie - Lovelorn\r 23:05 Hayd - What Did I Do?\r 26:40 lullaboy - only in my dreams"", '우와..은하수 시즌이라는 게 따로 있나용? 너무 낭만적이네요🌌', '배경부터 노래에 몰입할수 있어서 너무 좋아요 🌌', 'yet another beautiful playlist. thank you for always compiling these ♡♡', '라디안트님 노래 너무 잘듣고 있습니다:)노래도 너무 좋고 플레이리스트마다 사진들이 너무 이뻐요ㅠㅠㅠ 사진들 출처 여쭤봐도 될까요?👍🤭', '은하수 신비롭고 두 눈에 담아보고 싶은데 그 순간이 언젠간 오겠죠💙 이번에도 좋은 영상  감사합니다', '이번 여름방학때 꼭 안반데기 은하수 성공해서 이 플리 들으면서 보고 싶어요..', '늘 아름다운 음악 감사합니다.잠 못드는 이 밤에 위로가 되네요', '마음이 편안해지네요. 감사합니다.', '빨리 종강하고 은하수투어 가고싶어요ㅠㅠ 나중에 꼭 이 노래 들으면서 은하수 볼게요', '채널 컨셉이 확실함 그래서 너무좋음', '🌠🌌💙', '오늘은 이거 들으면서 잘께요😽', '라디안트 오랜만이에요 항상 잘 듣고 있어요 오늘도 사랑해', '제목만 봐도 벌써 좋다💙🌃🌉🌌🌠', '사진 너무 예뻐요ㅠㅠ 구할 수 없을까요 ㅠㅠㅠ배경해놓게ㅠㅠ', '1빠!! 오늘도 잘 듣고 갈게요!!', '음악은 넘 좋은데 여기 선전이 정말 길어여', '혹시 라디안트님은 멜론플리 안하실까요?? 😗', '30:40', '11:22', '07:38']"
8,[Playlist] 어느 날 오래된 사진첩을 펼쳐보았다 / 가사 없는 노래,/watch?v=fuZy1YiKsOY,"['', '#새벽감성 #가사없는노래 #피아노']","['PLAYLIST 00:01 Jon Brion - Theme (From “Eternal Sunshine of the Spotless Mind”/ Score)\r 02:23 Helios Relaxing Space, BigRicePiano - The Garden\r 07:29 Maude Eldridge - If I Could Tell You\r 09:52 Mio Camara - Fields of gold\r 13:25 Hideyuki Hashimoto - Koto\r 16:13 Hasso Gakudan - Life of a Tanuki\r 17:55 Takeshi Kobayashi - Recollection (Slow)\r 21:48 Peder B. Helland - Forever (Radio Edit)\r 24:05 Akira Kosemura - Kioque\r 26:13 Franz Gordon - The French Library\r 29:13 BigRicePiano - A Wish to the Ocean', '마음을 안아주는 음악. 감사합니다.', '문장을 끝내면 마침표를 찍고 싶은 욕구처럼생각의 끝에는 항상 네가 찍힌다. 🧚\u200d♀️', '💙', '이 채널을 뭔가 자꾸 끌려', '토요일 마무리는 이거다', '모죠.?삶.당신의 음악 제목  같은 느낌  이네요.', '안녕하세요 CNC코퍼레이션 마케팅 담당자입니다.\r유튜브 협업건 관련 이메일 보내드렸었는데 확인하셨는지 궁금하여 댓글 남깁니다:)\r못받으셨다면 스팸메일함 확인 한번 부탁드립니다 ! 혹시 메일이 없다면 다시한번 보내드리겠습니다! 답변 남겨주세요 😃', '33:43']"
9,[Playlist] 몽환 가득 / Flower Face 노래 모음,/watch?v=7NOxwIJXPBU,"['', '#flowerface #새벽감성 #몽환적인팝송']","['호불호가 심하게 갈릴 것 같지만.. 그래도 올려봅니다 :)\rPLAYLIST 00:01 Flower Face - Angela\r 04:43 Flower Face - Jupiter\r 09:12 Flower Face - Settle Down\r 12:44 Flower Face - Nathan\r 17:47 Flower Face - Ruth\r 21:26 Flower Face - Another Life\r 26:12 Flower Face - Pisces Moon', '일욜 새벽,, 팔베게에 누워서 이 플리를 듣습니다. 약간 울적한 마음을 달래주네요... 지구 반대편에서는 전쟁으로 죽네사네하는데... 이렇게 뒹굴며 평화롭게 조용히 좋은 플리 듣는 것 만으로도 행복이라 하겠지요. 감사합니다. 라디안트님도 행복하세요.', '아 진짜 최고다...매번 올라오는 플리마다 감탄..', '역시 새벽음악의 대가 라디안트~좋은 아티스트 알게해줘서 고맙습니다~', '와..미쳤다 라는 말 밖에 안나오면서 새벽감성 일깨워주시네여..갬성에 취해 잠에취해 사람과 사회에 치여사는 인생의 휴식이 되어주셔서 감사합니다...ㅠㅠㅠㅠㅠㅠ', '최고에요.. 호불호가 심하게 안 갈릴 것 같습니다ㅠㅠ  저 배경과 너무너무 찰떡이네요', '음악으로 위로될수 있단게 이런건가봐요. 좋은 플리 감사해요 ♡', '우와~ 첫 곡부터 감성이 뿜뿜하네요~~ 잘 듣겠습니다~~', '라디안트님 선곡 노래는 대중음악처럼 한번에 확 중독적이진않지만 이 감성을 이해하고 즐길수있는 사람이라면 꾸준히, 지속적으로 들을수밖에 없는것같아요.집중을 깨는 높고 어둑어둑하지않은 음악이 갑자기 하나씩 나오는 플리들도 많은데 라디안트님 플리는 그런거 없이 마음놓고 은은하게, 기분을 둥실둥실하게 만들어주는것같달까요:)이만한 곡들을 찾으시고 구성해서 플리만들어주신 덕분에 음악을 들으면서 편하게 우수에 젖기도하고 우울해하기도하고 추억회상도하고 행복한상상도 할수있었어요.매번 댓글을 남기는건 아니지만 항상 너무 잘듣고있습니다..!이번 플리도 마찬가지로 정말 마음에 들어요:)오늘도 즐겁게 사색에 빠져보겠습니다ㅋㅋ!!늘 감사합니다!', '왜왜왜때문에 불호가 있겠어요~?? 귀를 통해 마음을 녹여주네요~ 믿고 듣는 라디안트님 플리 완죤 호호호!!!', '죄송한데 불호일리가 없네요... 너무 좋자나ㅠㅠㅠ', '진짜 좋은 플리었어요 제가 너무 좋아하는 노래 another life pisces moon 도 있었네요 정말 감사합니다 ~~', '지금은 3월 15일 새벽 1시 50분, 공부하다가 과제도 해야하고 아침엔 일어나 원격 수업을 들어야 하는데 조금 쉬고싶은 맘에 유튜브를 켰다가 알고리즘으로 인해 들어오게 됐네요 ṑṑ.. 이런 새벽감성 너무 좋고, 진짜 아직 다 듣진 못했지만 그냥 이 노래들 들으면서 자고싶어요😢 모든 학생분들 화이팅..!', '헐헐 이거에 약간 에코 효과 넣으면 동굴 속에서 듣는 느낌일 것 같아요!! 잘 듣고 갑니다!', '호불호 노.노~오늘도 머리속 그림그리느라 힘들었는데 또 이렇게 편안한 선물을 주시니 열심히 듣겠습니다 아~너무 감미롭다', '1빠!! 라디안트님은 노래 선곡도 잘하시고 진짜 항상 라디안트님 플리 들으면 힐링됩니다!! 오늘도 잘 듣고 가여^^', '진짜 매일 듣고 있어요 너무 좋아요 (하트)', '연인이 속삭이는다정한 말처럼 부드럽고 달콤해 🌸오늘도 해피 ~', '호불호는 모르겠고 샤워할 땨 들어야하는 촉촉한 음악이에요🤍🤍', '썸네일과 플리 몽환 합니다 ㅎ', '우울할때 듣고가요 ㅠ.ㅠ 감사합니다', '행복은 멀리 있지 않다 언제나 우리 가까이에 있지만 우리는 그 모습을 보지 못하고 있을 뿐,,,', '😌💙', '29:52', '29:52']"
